instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value
957,129252594968.0,75386810244.0,75245343704.0,75207355817.0,75188636416.0,75184358535.0,75180080697.0,75180026460.0,75180026460.0,75180026460.0
958,149896251295.0,55645643907.0,55500706643.0,55464088912.0,55457810755.0,55452866108.0,55452526398.0,55452526373.0,55452526391.0,55452526384.0
959,145285725240.0,50649004134.0,50441964510.0,50402298810.0,50392961661.0,50392961661.0,50392961661.0,50392961661.0,50392961661.0,50392961661.0
960,128335987293.0,65272277764.0,65089880382.0,65046307754.0,65027249672.0,65022860487.0,65019182646.0,65019182646.0,65019182646.0,65019182646.0
961,120593687028.0,88524159233.0,88330494537.0,88296541942.0,88268927064.0,88266992590.0,88266992577.0,88266992695.0,88266992606.0,88266990739.0
962,126570887286.0,49448034024.0,49316971112.0,49289216552.0,49280322326.0,49280320551.0,49280320551.0,49280320551.0,49280320559.0,49280320559.0
963,80485092290.99997,45551219364.0,45336797834.0,45252920447.0,45215163094.0,45211847613.0,45211847597.0,45211847587.0,45211847569.0,45211847572.0
964,89168667469.0,76319242697.0,76229851750.0,76188935454.0,76181829550.0,76181829550.0,76181829550.0,76181829550.0,76181829550.0,76181829550.0
965,71472973109.0,55823004944.0,51699806959.0,47690341503.0,46128673132.0,46128673132.0,46128673132.0,46128673132.0,46128673132.0,46128673132.0
966,87066796852.0,58914533554.0,55072805706.0,51312778222.0,47603153432.0,43911535149.0,43828209809.0,43811484115.0,43811484115.0,43811484115.0
967,112630741087.0,89602400863.0,83544115459.0,83508965463.0,83495650544.0,83495650544.0,83495650544.0,83495650544.0,83495650544.0,83495650544.0
968,111825606470.0,52953371600.0,47887458460.0,47839675425.0,47821889814.0,47817445522.0,47814109324.0,47814109324.0,47814111083.0,47814111083.0
969,168712143079.0,88644392797.0,87975333647.0,87927137279.0,87918258990.0,87918259120.0,87918260821.0,87918260864.0,87918259002.0,87918260864.0
970,123578497873.0,48813331887.0,47439750589.0,47411538858.0,47399100677.0,47399102485.0,47399102528.0,47399102522.0,47399100665.0,47399102532.0
971,112860257556.0,47884217462.0,47735116184.0,47707908315.0,47692067560.0,47687789772.0,47683512059.0,47683462636.0,47683462636.0,47683462560.0
972,74968307018.0,47311531543.0,47185489370.0,47158871325.0,47146534917.0,47139960147.0,47137624012.0,47137624001.0,47137624064.0,47137624037.0
973,73466009757.0,42076047727.0,41927021887.0,41876913994.0,41850976434.0,41847371182.0,41847371182.0,41847371182.0,41847371182.0,41847371182.0
974,71303169166.0,39207014510.0,38987258229.0,38916617051.0,38881118438.0,38874963016.0,38871018726.0,38868632253.0,38868630440.0,38868630454.0
975,85917164757.0,42272722358.0,42095005936.0,42055564491.0,42036122867.0,42033339190.0,42033339190.0,42033339190.0,42033339259.0,42033339190.0
976,151408637001.0,115904995882.0,113770157715.0,113724606878.0,113704614906.0,113700170600.0,113696840766.0,113696840673.0,113696838879.0,113696838812.0
977,142734684728.99997,55392629257.0,55081485037.0,55011012376.0,54994747650.0,54989260781.0,54988929780.0,54988929782.0,54988929782.0,54988929789.0
978,135622555014.0,47910608452.0,47674400646.0,47610359202.0,47587034577.0,47579588912.0,47575918754.0,47575918797.0,47575918751.0,47575918790.0
979,62615474088.0,43336034535.0,43198030389.0,43159372169.0,43142710850.0,43136033852.0,43136033819.0,43136033868.0,43136033838.0,43136033847.0
980,62275356425.0,39976235566.0,39849392127.0,39814628851.0,39794184736.0,39790073626.0,39789741792.0,39789743615.0,39789743690.0,39789741761.0
981,61009549273.0,45419110674.0,45296686034.0,45272499634.0,45269166021.0,45269166021.0,45269165976.0,45269165976.0,45269165976.0,45269165976.0
982,70252838761.99927,45059962259.0,44905848265.0,44853869073.0,44841902868.0,44841902874.0,44841902887.0,44841902887.0,44841902890.0,44841902892.0
983,84714972635.0,51000762377.0,50935707160.0,50890723246.0,50885709295.0,50880713298.0,50880713298.0,50880713320.0,50880713352.0,50880713298.0
984,93003548608.0,46869700401.0,46785033469.0,46751711813.0,46743045512.0,46743045517.0,46743043579.0,46743043579.0,46743045430.0,46743045430.0
985,109561967199.0,49582910266.0,46192058458.0,46145175565.0,46126137157.0,46121748455.0,46118086444.0,46118086439.0,46118086439.0,46118086496.0
986,81852232091.0,45321676358.0,45143252424.0,45095356795.0,45077502516.0,45073625963.0,45073625946.0,45073625937.0,45073625937.0,45073625993.0
987,67952118951.0,41134208263.0,40980064655.0,40934233342.0,40906750824.0,40902584427.0,40902576114.0,40902576075.0,40902576075.0,40902576070.0
988,72065322026.0,48187300271.0,48015757915.0,47964866733.0,47950005460.0,47944111595.0,47942774418.0,47942774418.0,47942774507.0,47942774466.0
989,153844440295.0,133404686462.0,130620803696.0,130595297640.0,130587303798.0,130587303798.0,130587303867.0,130587303808.0,130587303844.0,130587303823.0
990,149605950110.0,53444417836.0,53269020515.0,53225440861.0,53216280602.0,53214883440.0,53214883439.0,53214883428.0,53214883375.000015,53214883415.0
991,148348363799.0,49815517477.0,49588321084.0,49534250240.0,49510300052.0,49505911005.0,49502244126.0,49502244102.0,49502244126.0,49502244126.0
992,88364349417.0,49814815634.0,49650023613.0,49603164675.0,49588271287.0,49582406220.0,49581072071.0,49581072071.0,49581072071.0,49581072071.0
993,74730973471.0,45865645188.0,45726274375.0,45688215030.0,45675779867.0,45675779867.0,45675779867.0,45675779867.0,45675779849.0,45675779849.0
994,108736351642.0,95343592942.0,95247483082.0,95208044854.0,95199203587.0,95199203587.0,95199203603.0,95199203603.0,95199203586.0,95199203586.0
995,137621815749.0,120728112793.0,114344120372.0,114316274474.0,114300941536.0,114294612488.0,114292604250.0,114292604288.0,114292604234.0,114292604247.0
996,187036367407.0,115911200332.0,106751067052.0,100425686699.0,100395019997.0,100388353884.0,100388353874.0,100388353883.0,100388353883.0,100388353883.0
997,164927878351.0,57048054945.0,52215047328.0,52139735502.0,52098351286.0,52078455326.0,52071010922.0,52063566518.0,52063143579.0,52063143579.0
998,149620528838.0,73145022318.0,72941601125.0,72885599984.0,72857621297.0,72857619537.0,72857619507.0,72857621330.0,72857621371.0,72857621320.0
