instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value
380,75471578016.0,48261691124.0,44546456241.0,44515793672.0,44502465309.0,44502465324.0,44502465366.0,44502465328.0,44502465332.0,44502465337.0
381,79919669631.0,44656403085.0,43111306959.0,43073531496.0,43053303625.0,43053303625.0,43053303625.0,43053303626.0,43053303626.0,43053303662.0
382,38545041412.0,36250941605.0,36127970313.0,36091306162.0,36072138252.0,36067981143.0,36067981143.0,36067981143.0,36067981143.0,36067981143.0
383,65467246571.9992,50338612655.0,50210625362.0,50177625144.0,50163637256.0,50159630767.0,50155630706.0,50153648375.0,50153648160.0,50153648174.0
384,90923148555.0,42753260259.0,42563037112.0,42503054781.0,42475094527.0,42471092065.0,42470102116.0,42470102062.0,42470102063.0,42470102094.0
385,86353921232.99998,58463928996.0,49450045676.0,46126108180.0,46086071792.0,46075588702.0,46071940323.0,46071940323.0,46071940323.0,46071938543.0
386,96547769794.0,48617839015.0,44870660648.0,44825652433.0,44799973142.0,44795640066.0,44791640464.0,44791640477.0,44791640470.0,44791640464.0
387,82867968176.0,58113668335.0,52408770396.0,48357355396.0,46772357375.0,46770079686.0,46768763563.0,46768763563.0,46768763563.0,46768763563.0
388,98013151799.0,46211774457.0,44694643621.0,44654976043.0,44630552616.0,44626330408.0,44622108054.0,44621662672.0,44621662662.0,44621662663.0
389,117751961463.0,53248278668.0,52939195122.0,52904308815.0,52901191007.0,52901191007.0,52901191004.0,52901190953.0,52901191029.0,52901191012.0
390,82919154726.0,50870563798.0,50743212502.0,50722110152.0,50716506109.0,50716229611.0,50716229634.0,50716229568.0,50716229593.0,50716231449.0
391,91031792731.0,50363500315.0,50259522168.0,50201312402.0,50196256792.0,50191541638.0,50191541662.0,50191541614.0,50191541665.0,50191541653.0
392,61177836090.0,46028595863.0,44320859566.0,44275069522.0,44255272288.0,44250843317.0,44250843323.0,44250843323.0,44250843293.0,44250843310.0
393,72673975698.0,47695593171.0,47045844878.0,46996949094.0,46985872150.0,46985872150.0,46985872150.0,46985872150.0,46985872150.0,46985872150.0
394,91912282184.0,50209332054.0,50045232416.0,49986887808.0,49961395515.0,49950234036.0,49948891781.0,49948891815.0,49948891830.0,49948893615.0
395,162819076890.0,82382246331.0,82124439167.0,82052929181.0,82039614179.0,82029836125.0,82028511329.0,82028511329.0,82028511329.0,82028511329.0
396,159120639178.0,58083219559.0,53989986700.0,53929711176.0,53906655875.0,53899165232.0,53897505322.0,53897505322.0,53897505322.0,53897505322.0
397,128822409532.0,54219654680.0,54041452415.0,53977284088.0,53957443209.0,53950939383.0,53949935439.0,53949935465.0,53949935447.0,53949935429.00001
398,92925788797.0,50146396156.0,50001624529.0,49959668071.0,49950788653.0,49950788640.0,49950790515.0,49950790485.0,49950790481.0,49950790463.0
399,90020224855.0,50013701206.0,49874563361.0,49826018080.0,49818908604.0,49818908627.0,49818908582.0,49818908609.0,49818908611.0,49818908655.0
400,87154009360.0,56718040974.0,56573201571.0,56523338351.0,56523336533.0,56523336515.0,56523338393.0,56523338382.0,56523338366.0,56523336515.0
401,90085426630.0,55016982981.0,54824300217.0,54771314261.0,54757208836.0,54751668438.0,54751668453.0,54751668436.0,54751668405.0,54751668422.0
402,97707518081.0,56546647366.0,56437686603.0,56402190197.0,56391190048.0,56386204265.0,56386204275.0,56386204279.0,56386204240.0,56386204245.0
403,105614383040.0,51245045339.0,51011992369.0,50951174777.0,50941198781.0,50941198821.0,50941198794.0,50941198794.0,50941198771.0,50941198820.0
404,91940241698.00015,46261561428.0,46101946293.0,46041190731.0,46017772109.0,46008994251.0,46001673703.0,46001673703.0,46001673703.0,46001673697.0
405,85350340182.0,58629024301.0,44619736661.0,42832718023.0,42804760409.0,42800758144.0,42796758210.0,42794760966.0,42794760966.0,42794759105.0
406,66968628793.0,46571220407.0,36919294139.0,36886960808.0,36867622354.0,36859304372.0,36859304321.0,36859304332.0,36859304314.0,36859304364.0
407,66031906039.0,41154923020.0,38961179175.0,38914566635.0,38891234364.0,38877906354.0,38870712011.0,38867948384.0,38867948481.0,38867948384.0
408,84440568927.0,42366103213.0,42221490786.0,42186580126.0,42173797870.0,42173797867.0,42173797813.0,42173797830.0,42173797817.0,42173797856.0
409,93324866053.0,45311013965.0,45109933625.0,45039959590.0,45019982666.0,45019982624.0,45019982667.0,45019982670.0,45019982649.0,45019982642.0
410,143001620457.0,100344124575.0,100171266821.0,100114388707.0,100092593327.0,100092593322.0,100092593322.0,100092593287.0,100092593287.0,100092593283.0
411,114739486308.0,49220440629.0,49011476865.0,48961959611.0,48942901440.0,48938512452.0,48934850054.0,48934851932.0,48934851890.0,48934850073.0
412,123950583838.0,51912466858.0,49435305040.0,49397290673.0,49383847721.0,49381628843.0,49381628867.0,49381628783.0,49381628922.0,49381628758.0
413,86459033804.0,48613864074.0,48034357636.0,48002674385.0,47996009105.0,47996009097.0,47996009114.0,47996009105.0,47996009136.0,47996009127.0
414,91293624401.0,47328512084.0,45020174579.0,44977967130.0,44956970129.0,44948192191.0,44940864026.0,44940864026.0,44940864026.0,44940864001.0
415,93837995060.0,71729272402.0,71605941716.0,71567622114.0,71550946588.0,71550946588.0,71550946588.0,71550946588.0,71550946588.0,71550946588.0
416,133775043098.0,80053817754.0,76305643326.0,76247162245.0,76224678223.0,76222169311.0,76222169311.0,76222169311.0,76222169311.0,76222169311.0
417,143921829503.0,54068602748.0,53806277793.0,53744194502.0,53732518843.0,53722630402.0,53721967700.0,53721967700.0,53721967705.0,53721967705.0
418,135161317191.0,76123273198.0,75957632761.0,75913751362.0,75898251453.0,75893642399.0,75891313282.0,75891313282.0,75891313318.0,75891313318.0
419,87218958048.0,41837088986.0,41686401224.0,41639143481.0,41613928468.0,41613928506.0,41613930317.0,41613928514.0,41613928514.0,41613930291.0
420,114892310103.0,50970767951.0,49513101400.0,49437548820.0,49414227343.0,49404779067.0,49401446006.0,49401445953.0,49401445911.0,49401445953.0
421,67612339285.99999,47768841960.0,39744206015.0,39712538643.0,39700871986.0,39699213592.0,39699213621.0,39699213577.0,39699213591.0,39699213591.0
422,79654071717.0,49115313666.0,41551195165.0,41510371102.0,41486704185.0,41485041822.0,41485041839.0,41485041861.0,41485041871.0,41485041871.0
423,101744890418.0,44763739295.0,44595172359.0,44536552249.0,44508612531.0,44508612540.0,44508612580.0,44508612586.0,44508612533.0,44508612511.0
424,105875861642.0,68426351950.0,64062599179.0,64035033613.0,64022586400.0,64022586401.0,64022586400.0,64022586428.0,64022586452.0,64022586394.0
425,102604161845.0,59974079666.0,51065147118.0,49270011997.0,49259023096.0,49256689776.0,49255686769.0,49255686769.0,49255686823.0,49255686823.0
426,116097256906.0,105811849425.0,97254557757.0,95732076344.0,95725404399.0,95725404399.0,95725404394.0,95725404394.0,95725404394.0,95725404394.0
427,106198854672.0,69385275307.0,60316426420.0,58295754093.0,58216280556.0,58214607895.0,58214607923.0,58214607923.0,58214607923.0,58214607923.0
428,132704197846.0,63195152376.0,51555087694.0,47382189930.0,47358211044.0,47349766562.0,47341322057.0,47340441069.0,47340441112.0,47340442870.0
429,137262036329.0,81866258669.0,71768234656.0,71607854900.0,71580631559.0,71573417585.0,71569528535.0,71566752960.0,71566752954.0,71566752974.0
430,118376393478.0,43313563976.0,43078156233.0,43009131082.0,42977574148.0,42975376844.0,42975376793.0,42975376928.0,42975376886.0,42975376861.0
431,113971500637.0,49564980194.0,49425543341.0,49385627546.0,49373196322.0,49373196313.0,49373196374.0,49373196374.0,49373196346.0,49373196346.0
432,79956416059.0,43227541264.0,43077546377.0,43042853054.0,43029523556.0,43029523578.0,43029523592.0,43029523555.0,43029523597.0,43029523596.0
433,83563371961.99997,42300817579.0,42153338978.0,42133347355.0,42122512549.0,42118355286.0,42118355286.0,42118355271.0,42118355300.0,42118355273.0
434,105417499323.0,61920593667.0,58183112753.0,58141123012.0,58127122226.0,58127124089.0,58127122226.0,58127124044.0,58127122226.0,58127122230.0
435,164385606533.0,104327220674.0,104195298382.0,104160903539.0,104155736989.0,104151566997.0,104151566997.0,104151566997.0,104151566997.0,104151566997.0
436,155002487880.0,59598424142.0,59472589993.0,59428626367.0,59428626461.0,59428626379.0,59428626379.0,59428626404.0,59428626408.0,59428626375.0
437,148109587910.0,65574807308.0,65478979009.0,65436558573.0,65431447873.0,65427031123.0,65427031123.0,65427031162.0,65427031153.0,65427031122.0
438,101108313026.0,53273167909.0,53138175487.0,53078214472.0,53078203279.0,53078203237.0,53078203237.0,53078203205.0,53078203205.0,53078203192.0
439,105306160377.0,55045045108.0,54937589985.0,54900249888.0,54890763447.0,54886600979.0,54886600945.0,54886600894.0,54886600904.0,54886600940.0
440,105074540208.0,48667181610.0,47916965669.0,47872289600.0,47862975362.0,47862975483.0,47862975368.0,47862975433.0,47862975337.0,47862975325.0
441,120098102158.0,52578268441.0,51910387434.0,51860406753.0,51846802150.0,51842080100.0,51840412850.0,51840412842.0,51840412817.0,51840412830.0
442,82926543493.0,46420516427.0,46304283234.0,46270528802.0,46252530514.0,46245539372.0,46242547551.0,46242547532.0,46242547524.0,46242547528.0
443,93266852603.0,44406254816.0,44154062664.0,44103919879.0,44082921593.0,44082921585.0,44082921586.0,44082921610.0,44082921592.0,44082921609.0
444,85987741552.0,45501360794.0,45365580813.0,45326195658.0,45308877999.0,45308878034.0,45308877999.0,45308878003.0,45308878003.0,45308878082.0
445,109866603164.0,46231110656.0,45897402564.0,45863670237.0,45852129295.0,45852129302.0,45852129293.0,45852129312.0,45852129293.0,45852129295.0
446,105884770593.0,45014822588.0,44889683721.0,44858193798.0,44840869044.0,44840869049.0,44840869049.0,44840869008.0,44840869051.0,44840869057.0
447,102829212664.0,45465077464.0,45335139604.0,45295642408.0,45284091623.0,45284091603.0,45284091689.0,45284091595.0,45284091656.0,45284091623.0
448,86093911792.0,45139814565.0,45017636663.0,44992084308.0,44980967487.0,44980967486.0,44980967531.0,44980967477.0,44980967489.0,44980967492.0
449,118411462384.99997,52414456479.0,51917279937.0,51885406944.0,51882962853.0,51882962898.0,51882962896.0,51882962876.0,51882962878.0,51882962888.0
450,97180077587.0,43366236087.0,43212054305.0,43167993756.0,43130208223.0,43130208286.0,43130208257.0,43130208241.0,43130208198.0,43130208291.0
451,86574425001.0,45139831571.0,44950623174.0,44906440730.0,44886456851.0,44878140832.0,44878140888.0,44878140869.0,44878140888.0,44878140856.0
452,84362971623.0,62704309446.0,58729279945.0,58692946499.0,58673714649.0,58672617493.0,58672617514.0,58672617518.0,58672617564.0,58672617564.0
453,81029760339.0,51321550066.0,43977954827.0,43925473461.0,43894674055.0,43890507324.0,43886340612.0,43885519133.0,43885519133.0,43885519121.0
454,118676300576.0,56580558650.0,56400668576.0,56332807287.0,56303166945.0,56299055768.0,56294944591.0,56293722823.0,56293722823.0,56293722823.0
455,117670612594.0,49211553494.0,49018615117.0,48963625330.0,48939623366.0,48939623336.0,48939623344.0,48939623344.0,48939623313.0,48939623313.0
456,110229250872.0,50791130260.0,50639377385.0,50590855920.0,50579878501.0,50575100705.0,50573772834.0,50573772834.0,50573772876.0,50573772882.0
457,102421258226.0,44208484352.0,44036074323.0,43993156247.0,43973622300.0,43973622288.0,43973622317.0,43973622331.0,43973622348.0,43973622355.0
458,91703263522.0,78157954304.0,78021357131.0,77998985161.0,77995204053.0,77995204107.0,77995204061.0,77995204053.0,77995204100.0,77995204048.0
459,139665811000.0,108677540946.0,108404217002.0,108351990408.0,108320435546.0,108318205300.0,108318205275.0,108318203488.0,108318203500.0,108318203500.0
460,148353856207.0,46714392947.0,46506391229.0,46454387332.0,46431836951.0,46427725677.0,46423614403.0,46422391912.0,46422391912.0,46422391912.0
461,106552603533.0,49686544885.0,49551371241.0,49519036032.0,49509698314.0,49509698314.0,49509698314.0,49509698314.0,49509698314.0,49509698314.0
462,112923604581.0,83103884254.0,82963332442.0,82910563249.0,82888379253.0,82888379253.0,82888379253.0,82888379253.0,82888379253.0,82888379253.0
463,98431037511.0,54124240622.0,54015944184.0,53972442265.0,53972444030.0,53972444084.0,53972444105.0,53972444130.0,53972444130.0,53972444130.0
464,109467999430.0,64025937477.0,50844603329.0,46760495294.0,46748521924.0,46748521966.0,46748521897.0,46748521895.0,46748521883.0,46748521920.0
465,84824683118.0,47924997586.0,47808389196.0,47757721082.0,47744398203.0,47744398203.0,47744398167.0,47744398167.0,47744398176.0,47744398176.0
466,104407982189.0,44517955380.0,44307205560.0,44249323634.0,44227593366.0,44223538045.0,44219482716.0,44217876106.0,44217876106.0,44217876074.0
467,141544024552.0,96249042065.0,93522411340.0,93484472548.0,93462879224.0,93458601674.0,93454324090.0,93454270880.0,93454272751.0,93454270925.0
468,146825512997.0,67816881322.0,67607242652.0,67579901743.0,67561235311.0,67561235289.0,67561235327.0,67561235334.0,67561235334.0,67561235301.0
469,157123353390.0,53374592102.0,53186812505.0,53151494577.0,53140818361.0,53140818361.0,53140818361.0,53140818361.0,53140818361.0,53140818361.0
470,104008769516.0,49866284586.0,49743632028.0,49697292483.0,49686635077.0,49686635077.0,49686636997.0,49686636997.0,49686635090.0,49686635090.0
471,84972807515.0,58185545850.0,58091141177.0,58055582760.0,58047801939.0,58047803720.0,58047801947.0,58047803726.0,58047801939.0,58047801962.0
472,61849384626.0,43874553885.0,43665687126.0,43619502843.0,43606107266.0,43606107289.0,43606107271.0,43606107296.0,43606107296.0,43606107325.0
473,88606551351.0,42789541009.0,42647037565.0,42601210342.0,42578724689.0,42574559644.0,42574561568.0,42574559667.0,42574559666.0,42574559632.0
474,58803519318.0,39416482636.0,39252072501.0,39212025703.0,39192302615.0,39190919458.0,39190919414.0,39190919516.0,39190919392.0,39190919392.0
475,101601580980.00003,79987315389.0,79855317296.0,79828326502.0,79804351355.0,79804342997.0,79804342968.0,79804342967.0,79804342967.0,79804342997.0
476,107167484592.0,48585159428.0,42775022689.0,42755300231.0,42735575859.0,42729185543.0,42729185520.0,42729187387.0,42729187425.0,42729187425.0
477,129758016532.0,49393501611.0,49215706530.0,49174386311.0,49155727465.0,49155727465.0,49155727655.0,49155727589.0,49155727589.0,49155727556.0
478,166226118848.0,145194066744.0,145100046076.0,145073498089.0,145069072131.0,145069072131.0,145069072146.0,145069072146.0,145069072122.0,145069072122.0
479,149519205448.0,55885957992.0,55615822095.0,55533348122.0,55518181719.0,55504025468.0,55504025468.0,55504025468.0,55504025468.0,55504025496.0
480,135170317226.0,52101811362.0,51963048198.0,51922206625.0,51909977497.0,51904100921.0,51902766052.0,51902766000.0,51902765995.0,51902766009.0
481,87018214843.0,44614162651.0,44416666493.0,44374181420.0,44358189401.0,44358187529.0,44358187543.0,44358187571.0,44358187540.0,44358187540.0
482,81789901941.0,43844955474.0,41918391226.0,41856406081.0,41828418590.0,41824417934.0,41820418115.0,41818421758.0,41818421787.0,41818421760.0
483,94571639961.0,49096978968.0,47832589650.0,47760492434.0,47729711369.0,47722279965.0,47718613384.0,47718613384.0,47718613384.0,47718613382.0
484,92492624933.0,45996272485.0,44548850242.0,44507985404.0,44493536882.0,44493536882.0,44493536850.0,44493536878.0,44493536877.0,44493536884.0
485,122540384284.0,109970845910.0,109782260806.0,109727717802.0,109706948942.0,109706948950.0,109706948947.0,109706948947.0,109706948947.0,109706948934.0
486,158497419839.0,121651528319.0,121506736896.0,121472454063.0,121452232769.0,121452232769.0,121452232750.0,121452232747.0,121452232747.0,121452232748.0
487,154117633822.0,48713963357.0,48559448026.0,48509058032.0,48484633345.0,48484633349.0,48484633314.0,48484633352.0,48484633368.0,48484633359.0
488,94793561436.0,40553859728.0,40390897391.0,40372894148.0,40360907002.0,40360907007.0,40360907007.0,40360907010.0,40360907010.0,40360907036.0
489,54151769846.0,34993295888.0,34841100732.0,34808301038.0,34792203368.0,34784423691.0,34784423703.0,34784423686.0,34784423711.0,34784423701.0
490,65999948724.999985,33245686107.0,33113215683.0,33098170238.0,33086513984.0,33078186191.0,33078178936.0,33078178936.0,33078178936.0,33078178936.0
491,76651595442.0,38737190325.0,38524025029.0,38471234037.0,38451790202.0,38449048648.0,38449048648.0,38449048648.0,38449048648.0,38449048648.0
492,97809133193.0,42219692188.0,42114717267.0,42098493858.0,42083385107.0,42083385107.0,42083385107.0,42083383296.0,42083385118.0,42083385091.0
493,86867550163.0,44199822601.0,43966659869.0,43908328962.0,43886663464.0,43886663464.0,43886663464.0,43886663476.0,43886663476.0,43886663476.0
494,130748277896.0,79442487167.0,79183444287.0,79117461700.0,79098123943.0,79093457313.0,79091464375.0,79091464364.0,79091464396.0,79091464381.0
495,128031757376.0,53927238014.0,53823657981.0,53782212494.0,53771963124.0,53764629369.0,53763651138.0,53763651166.0,53763651171.0,53763651242.0
496,140835526558.9999,63806469024.0,63618438332.0,63545991997.0,63536701074.0,63531810235.0,63531148428.0,63531146638.0,63531148509.0,63531146608.0
497,111030280344.0,47887496161.0,47690205323.0,47632864658.0,47611250723.0,47611250723.0,47611250728.0,47611250728.0,47611250728.0,47611250727.0
498,100789298305.0,47454551413.0,47332098489.0,47297288927.0,47283121155.0,47278734122.0,47275062252.0,47275062254.0,47275062211.0,47275060370.0
499,97474339088.0,46984623007.0,46861009776.0,46825683280.0,46812252167.0,46807696670.0,46805037342.0,46805037342.0,46805037380.0,46805037363.0
500,90280933750.0,45910853730.0,45771161996.0,45716723790.0,45697318986.0,45692874664.0,45689569064.0,45689569003.0,45689569064.0,45689569024.0
501,54620017429.0,39233888496.0,39000154421.0,38953275477.0,38926296380.0,38920832153.0,38916887879.0,38914512076.0,38914512076.0,38914512076.0
502,66157170202.0,43539532667.0,41804029448.0,41753618802.0,41728742108.0,41728742136.0,41728742141.0,41728742182.0,41728742182.0,41728742140.0
503,81897110906.0,52591412023.0,50741978385.0,50661687149.0,50619057775.0,50619057823.0,50619057801.0,50619057794.0,50619057754.0,50619057746.0
504,87874603056.0,59167761483.0,48045771634.0,48001882276.0,47986681499.0,47984463287.0,47984463302.0,47984463302.0,47984463319.0,47984463302.0
505,82327763706.0,57810284846.0,46179701991.0,46137691899.0,46121195641.0,46116695773.0,46113699400.0,46113699362.0,46113699369.0,46113699417.0
506,60714313927.0,46477073406.0,44237704894.0,44192659054.0,44180208820.0,44180208836.0,44180208835.0,44180208849.0,44180208859.0,44180208897.0
507,84759299727.0,79049660232.0,77403797050.0,77359640078.0,77331335287.0,77331335233.0,77331335227.0,77331335274.0,77331335266.0,77331335254.0
508,71231413367.0,41996081124.0,41781777476.0,41735447894.0,41714123265.0,41714123265.0,41714123265.0,41714123273.0,41714123289.0,41714123294.0
509,113417368869.0,42658722213.0,42409396733.0,42355508844.0,42328288224.0,42324430567.0,42324430567.0,42324430559.0,42324430559.0,42324430559.0
510,74684258055.0,46560953780.0,40788606206.0,40744662576.0,40714379967.0,40708771294.0,40707435220.0,40707435220.0,40707435220.0,40707435220.0
511,102071714379.0,73524367720.0,66075341749.0,66050341171.0,66037845214.0,66031998383.0,66032000174.0,66032000178.0,66032000202.0,66031998394.0
512,108647438128.0,49193292888.0,44617467258.0,44590805587.0,44577473935.0,44577473929.0,44577473929.0,44577473962.0,44577473926.0,44577473984.0
513,108594047053.0,44958865273.0,43197023461.0,43163667174.0,43151227215.0,43151227215.0,43151227219.0,43151227218.0,43151227273.0,43151227255.0
514,107748524910.0,48050429471.0,47922450359.0,47888096139.0,47881420996.0,47881420927.0,47881420964.0,47881421000.0,47881420952.0,47881420973.0
515,138037589029.0,46158383076.0,45990001740.0,45930207154.0,45901373793.0,45896984569.0,45893319726.0,45893319705.0,45893319705.0,45893319733.0
516,122910144323.0,45275384905.0,45088149867.0,45035830088.0,45010497111.0,44995163220.0,44987160168.0,44987160169.0,44987160177.0,44987160156.0
517,102814487208.0,48318453819.0,45179055732.0,45095673495.0,45068994173.0,45068994168.0,45068994135.0,45068994153.0,45068994160.0,45068994143.0
518,85192896557.0,49782377578.0,43635321489.0,43589520663.0,43562028747.0,43557862154.0,43553695714.0,43552870445.0,43552870445.0,43552870397.0
519,84415545323.0,48645902167.0,41347254573.0,41281239737.0,41249254283.0,41245234923.0,41241234963.0,41239231498.0,41239231490.0,41239231490.0
520,92750800587.0,60748926016.0,60584980177.0,60554986447.0,60535046782.0,60535044924.0,60535044865.0,60535044879.0,60535044898.0,60535044940.0
521,98245616866.0,49319887340.0,44073457611.0,44033343519.0,44014439573.0,44014439553.0,44014439593.0,44014439618.0,44014439674.0,44014439617.0
522,95746347407.0,48687294430.0,48063735846.0,48024003003.0,48016221602.0,48016221518.0,48016221514.0,48016221534.0,48016221603.0,48016221572.0
523,74917310060.0,44221410942.0,44048880573.0,44012230580.0,44001588768.0,44001588735.0,44001588829.0,44001588845.0,44001588807.0,44001588810.0
524,62916887084.0,43934345115.0,43834956445.0,43804743744.0,43790812364.0,43785151723.0,43782506134.99999,43782506248.0,43782506287.0,43782506170.0
525,64962256378.0,43791876353.0,43645018828.0,43592468289.0,43575482213.0,43573265085.0,43573265058.0,43573265077.0,43573265059.0,43573266933.0
526,70672083652.0,47604520017.0,44050817504.0,44005828472.0,43988808710.0,43984197377.0,43981873311.0,43981873311.0,43981873376.0,43981873376.0
527,74454529052.0,46243058746.0,45210413368.0,45172905319.0,45155927590.0,45146927298.0,45140929705.0,45140931548.0,45140929705.0,45140929705.0
528,125708490499.0,101216536865.0,99721559000.0,99677818671.0,99659029194.0,99659029194.0,99659029194.0,99659029223.0,99659029193.0,99659029194.0
529,109652024161.0,47789737065.0,47358120489.0,47271150930.0,47242267153.0,47242267216.0,47242267197.0,47242267182.0,47242267249.0,47242267184.0
530,85580669334.0,47355626300.0,47227647699.0,47200639617.0,47192631734.0,47192631664.0,47192631731.0,47192631731.0,47192631747.0,47192631747.0
531,62112311600.99992,47211709565.0,47071970909.0,47037978403.0,47024874369.0,47018984548.0,47017666743.0,47017666743.0,47017666702.0,47017666702.0
532,67111702931.0,46332761916.0,46189751117.0,46141647244.0,46125403384.0,46120792414.0,46118480087.0,46118480081.0,46118480137.0,46118480130.0
533,78573720787.0,50103828900.0,49565311716.0,49509211223.0,49499915694.0,49495025012.0,49494359055.0,49494359084.0,49494361026.0,49494360951.0
534,73055874501.0,49516280590.0,48400611087.0,48357309250.0,48350651659.0,48350651593.0,48350651606.0,48350651641.0,48350651603.0,48350651619.0
535,92469319472.0,55421299360.0,54248976829.0,54220085230.0,54208969394.0,54208969399.0,54208969416.0,54208969402.0,54208969376.0,54208969433.0
536,105684400276.0,53267577870.0,53153285015.0,53122945937.0,53101625738.0,53101625731.0,53101625737.0,53101625761.0,53101625730.0,53101625771.0
537,114066499084.0,45114289092.0,44889493449.0,44834935575.0,44805936460.0,44801825247.0,44797714133.0,44796500909.0,44796500854.0,44796500936.0
538,90240425176.99974,45440796870.0,43880977463.0,43828549496.0,43802575659.0,43798353581.0,43794131469.0,43793687008.0,43793686984.0,43793687003.0
539,112644912461.0,61149489423.0,56801726692.0,52496630803.0,52089317694.0,52069222999.0,52066609777.0,52066609755.0,52066609786.0,52066609769.0
540,117598423001.0,64181399260.0,60080573381.0,56068512147.0,52091473275.0,48136388179.0,45504802668.0,45504802676.0,45504802668.0,45504802668.0
541,115400346045.99919,57276373342.0,52973039389.0,48841808405.0,47462505295.0,47462505297.0,47462507102.0,47462505340.0,47462505287.0,47462507105.0
542,70579185744.0,44241716734.0,40124604448.0,40091270368.0,40079606288.0,40077935260.0,40077933372.0,40077935248.0,40077933391.0,40077933396.0
543,77941106982.0,45755601722.0,45614377875.0,45580929828.0,45566777023.0,45562386436.0,45558718725.0,45558722482.0,45558722482.0,45558720603.0
544,102661746045.0,76256030695.0,73890167961.0,73831720013.0,73808285969.0,73802171255.0,73802171264.0,73802173096.0,73802175021.0,73802173132.0
545,110700367640.0,55779360078.0,55538165732.0,55482185594.0,55482183757.0,55482185594.0,55482183746.0,55482183720.0,55482183720.0,55482183671.0
546,112090845826.0,55002968712.0,54861766653.0,54823587674.0,54823587711.0,54823587754.0,54823587663.0,54823589498.0,54823587689.0,54823587713.0
547,88477274085.99997,52331017520.0,52198008490.0,52149604560.0,52144549163.0,52139822262.0,52139822275.0,52139822323.0,52139822284.0,52139822292.0
548,96764054358.0,51466168042.0,51387539637.0,51343998620.0,51340896019.0,51340896060.0,51340896045.0,51340896038.0,51340896098.0,51340896080.0
549,88378516442.0,53398883160.0,53304562624.0,53281218986.0,53270574749.0,53270574749.0,53270574749.0,53270574749.0,53270574749.0,53270574744.0
550,93300011072.0,44373538706.0,44196733272.0,44140224516.0,44112859151.0,44108581471.0,44104303791.0,44104249834.0,44104249834.0,44104249833.0
551,111539693248.0,78621689261.0,78476664068.0,78444980747.0,78425814088.0,78421643376.0,78421643335.0,78421643361.0,78421643356.0,78421643356.0
552,103426658153.0,43960818182.0,43806080086.0,43765312165.0,43751095426.0,43751095450.0,43751095402.0,43751095412.0,43751095406.0,43751095382.0
553,84538978797.0,45226591670.0,45047274522.0,44990605299.0,44959625000.0,44955291554.0,44951292505.0,44951292478.0,44951292510.0,44951292476.0
554,46957265455.0,39659146828.0,39527209557.0,39482703177.0,39465377586.0,39465377554.0,39465377586.0,39465377579.0,39465377579.0,39465377579.0
555,69986698280.0,63542457367.0,63434335988.0,63393986892.0,63381571064.0,63381571064.0,63381571008.0,63381571008.0,63381571008.0,63381571008.0
556,78174787012.0,49050315703.0,48939722391.0,48902917938.0,48898927462.0,48898927462.0,48898927457.0,48898927457.0,48898927446.0,48898927446.0
557,80092465975.0,50888681604.0,50756193107.0,50703719439.0,50703707170.0,50703709031.0,50703708964.0,50703707230.0,50703707230.0,50703707160.0
558,106925269081.0,96286429336.0,96176707664.0,96126387489.0,96119671133.0,96114727146.0,96114396849.0,96114396853.0,96114396869.0,96114396916.0
559,92090772784.0,48144582820.0,46095246137.0,46042491500.0,46024706120.0,46021909092.0,46021909079.0,46021909079.0,46021909091.0,46021909091.0
560,92271401983.99985,45587231649.0,43981088849.0,43933167949.0,43915301538.0,43911079585.0,43906855841.0,43906418831.0,43906420782.0,43906418823.0
561,62496663744.0,41324343676.0,39461000180.0,39437993887.0,39434223368.0,39434223368.0,39434223368.0,39434223428.0,39434223428.0,39434225218.0
562,51853481571.0,38575215312.0,38324707301.0,38254878343.0,38227902236.0,38219791365.0,38211680419.0,38208479575.0,38208479546.0,38208479532.0
563,57574063829.0,40369899329.0,40234941830.0,40216617032.0,40209939334.0,40209939389.0,40209939306.0,40209939325.0,40209939380.0,40209939337.0
564,166191541854.0,157696183439.0,157554193885.0,157510220635.0,157500221873.0,157500221871.0,157500221876.0,157500221876.0,157500221851.0,157500221859.0
565,118797316277.0,64969394428.0,56744131015.0,56552405818.0,56547183702.0,56543299561.0,56543299561.0,56543299561.0,56543299561.0,56543299561.0
566,137166298693.0,81618958123.0,64995546960.0,57779677781.0,57774400330.0,57770788411.0,57770788413.0,57770788410.0,57770788434.0,57770788442.0
567,126945215778.0,106574812890.0,92900531055.0,88826773854.0,88821718402.0,88816995404.0,88816995404.0,88816995377.0,88816995377.0,88816995386.0
568,97628077510.0,45290144285.0,45065451614.0,45008808667.0,44987481153.0,44987481135.0,44987481155.0,44987481155.0,44987481155.0,44987481144.0
569,91986056510.0,40986901782.0,40835010200.0,40798990458.0,40779019113.0,40779020935.0,40779020870.0,40779020988.0,40779019062.0,40779019050.0
570,51956521373.0,42050579808.0,41876973450.0,41824870897.0,41800010995.0,41800010995.0,41800010995.0,41800011018.0,41800011012.0,41800011011.0
571,109705540455.0,108672554160.0,108575914300.0,108551734637.0,108544411447.0,108544411454.0,108544411454.0,108544411436.0,108544411436.0,108544411437.0
